screen_name_entropy,name_len,reputation_score,engagement_rate,account_age_days,tweet_freq,fake
2.539589723620514,6,0.5484375,0.41423657318578255,2342,19.943151103999877,0
3.1993494867448256,12,0.469061876247505,0.21758792144079614,2207,18.92132043508397,0
2.658290988148517,5,0.3728813559322034,0.2818721306354426,3141,1.1478079891949349,0
3.458237388316915,5,0.4896640826873385,0.1620739521831002,3432,5.640359456419121,0
3.184787681043565,8,0.6797385620915033,0.3926335979476002,2959,17.259094605644513,0
3.006290525235457,10,0.49663526244952894,0.1587656072203661,2673,1.2351213709467261,0
3.441012052179805,9,0.5441988950276243,0.24951980680847,2421,13.048052427037502,0
2.7063681309128755,12,0.4983277591973244,0.2917532711320368,1345,16.857063934808757,0
2.7127730562508514,5,0.7980769230769231,0.47655827231266956,1152,3.8794514911873668,0
2.527587763244184,6,0.565843621399177,0.4166075148578834,2054,5.098898329415714,0
3.3859810328042528,9,0.49248452696728556,0.3086651422302567,1377,2.3744583698671446,0
2.687901179731086,9,0.5028396679772826,0.4547974741154105,681,16.660667792314484,0
2.9763969958394876,11,0.5066242713301536,0.12235920640588988,1658,15.225926449337017,0
3.2064390195408015,11,0.6456140350877193,0.3695584822284388,3573,11.373143580658802,0
3.423533666651435,6,0.4947589098532495,0.3522788187420618,1245,16.302295421570257,0
3.1332396937444753,8,0.49957374254049447,0.4759000960407298,2308,19.51553187720442,0
2.892194241512093,7,0.4929529047782743,0.14355862623808335,1139,17.955485837541453,0
2.761407983440419,11,0.5004095004095004,0.29101668838289935,3247,1.4735837383549988,0
2.5667228275026712,11,0.49295774647887325,0.20106525729249541,3366,1.0799575837556068,0
2.94286206398815,10,0.5116772823779193,0.16159933961935022,2045,9.680515048945212,0
2.6313792059181687,11,0.7681159420289855,0.10678531024401422,2183,14.44277522512329,0
3.299152755706511,7,0.5155104342921601,0.39401479521730287,3455,14.659585474507967,0
2.9794324523107107,7,0.535483870967742,0.1293684929813842,2333,18.47603395158077,0
2.863535166828832,6,0.5161479741632413,0.29844212167410716,1329,15.342050313465306,0
2.8903844734899065,8,0.4603174603174603,0.2769245479432251,1648,9.117065112610906,0
3.2442524723375987,12,0.5068783068783069,0.2568194728718073,537,14.122008890325692,0
2.9319796321641336,12,0.592741935483871,0.14611999212093985,2238,1.372252071626645,0
3.0427732391888247,6,0.5132475397426193,0.1826892203761896,2671,3.6764738667264263,0
3.4955069222957174,6,0.5106209150326797,0.14557464236633547,391,4.47028375987101,0
2.7201073020399167,7,0.4888135593220339,0.49400454178514164,1931,15.378798011466456,0
2.5776048386297896,9,0.4786053882725832,0.3787433216761603,2504,4.363195988575686,0
2.5772541974615164,12,0.5027027027027027,0.38478462961119353,3164,15.195388465627905,0
2.9103300164337367,11,0.4924107142857143,0.3456652838607128,3094,19.826634291672757,0
2.8220052483269638,5,0.534688995215311,0.34750236029017556,2090,5.5252862215540635,0
2.86586190306911,9,0.5321888412017167,0.18878973078626712,395,13.518987051232015,0
2.7668243755347826,7,0.4890988372093023,0.3587314586474526,1244,4.5956411591235415,0
2.6552547228190195,9,0.4938837920489297,0.2430458452204327,560,16.8693073816681,0
2.5809536345285453,12,0.5035545023696683,0.24256861996954485,756,7.1864521172906874,0
2.993241818960042,10,0.48872180451127817,0.13539688233325486,2967,13.325400025132923,0
3.1672102249453475,12,0.4881740775780511,0.3798463561382066,3016,4.044711576097974,0
3.095174140290889,10,0.4872611464968153,0.33229291484307066,460,7.159927155360209,0
3.4615212777904785,9,0.5133111480865225,0.12201621082812171,1871,3.486146285143523,0
3.186730671322001,6,0.4282238442822384,0.48770889951197394,852,2.4790399108129684,0
2.7495195725491577,10,0.4489795918367347,0.1003888400337349,1695,16.099370063841246,0
2.5980483902588767,12,0.5299026425591099,0.3457247022003234,1139,16.590710531166586,0
2.529944685579301,12,0.5247813411078717,0.23751492260477752,659,17.10566382064083,0
2.81510060322306,9,0.4981481481481482,0.12860253880250064,1574,11.786646159388608,0
3.495447883487765,11,0.41596638655462187,0.4950928358693937,864,3.029740165842351,0
3.2707365850805137,8,0.4858490566037736,0.36545876504690256,3513,10.391208635513413,0
3.366449589232366,7,0.5111695137976346,0.20982063292906697,543,19.385669314960833,0
2.982995045083127,6,0.5206611570247934,0.11357432498180922,1798,17.134394413022907,0
3.1090866421385153,9,0.6498054474708171,0.46630131299967925,577,10.942118310484668,0
3.2602876938347505,8,0.5951219512195122,0.14092715665147929,1374,17.654616224952818,0
2.7897957737723234,12,0.4835164835164835,0.451225052810439,2705,16.500724017169375,0
3.331713365590585,8,0.4834176503653738,0.19556977703282727,2078,17.603576351425854,0
3.094951785999988,11,0.5209326974032856,0.43106681529157387,2803,2.7528429429573578,0
2.5105336122376625,6,0.47414997671169073,0.1532302720174777,638,5.4957186778719125,0
3.2034841050792653,5,0.5233812949640287,0.158623023439888,2556,15.57037969931498,0
2.9727516365676334,12,0.4718526100307062,0.4050118106093392,2252,4.746741267381395,0
2.8360586134174643,5,0.525089605734767,0.16756484102002195,2726,7.348415747537451,0
3.2700338338361634,5,0.5210643015521065,0.3832483627637223,845,3.1153369892718956,0
2.710911982881806,11,0.48447789275634995,0.262165826718198,1270,5.931990002994545,0
3.2175331059573398,10,0.5005599104143337,0.3647716853616617,1246,13.207254761345341,0
3.134861831204585,12,0.524822695035461,0.3052101195094912,1131,11.803178028968286,0
3.2160864279686576,11,0.518796992481203,0.2509419540030462,821,6.2638877608643835,0
2.6449143902448684,10,0.4950884086444008,0.3640697206796385,1062,15.416558201187087,0
3.1691803030702976,5,0.48585795097423007,0.14770564773334321,788,3.6946383016556634,0
3.114038559834821,8,0.4755043227665706,0.346369702828196,2003,7.489374107652176,0
2.58249983407444,11,0.5174708818635607,0.331446530959308,3361,15.872682910862439,0
2.7779445123815494,12,0.46744186046511627,0.45936711871494307,1327,5.857528321144842,0
2.541926298162031,10,0.5433962264150943,0.2454822823394802,2283,7.423280534360001,0
3.3703655384121816,12,0.49731663685152055,0.12288247212296742,3567,17.182061638911613,0
3.360584962208587,11,0.5342789598108747,0.152343103055375,2203,5.348283713147165,0
2.7546002627925006,6,0.7883211678832117,0.23150564244746552,1308,10.880246090452367,0
3.138946975768271,10,0.5365853658536586,0.24504610593536588,1251,11.088069734834228,0
2.8716641159056158,12,0.48936170212765956,0.3992635709878818,1774,10.760220883210001,0
3.3403626327524383,7,0.4908256880733945,0.3369501932872592,2692,14.782579229155132,0
2.6727715465777697,8,0.4974905897114178,0.14787381012326645,3608,8.659026395509164,0
2.857663777624049,6,0.5631469979296067,0.37566857606757387,2857,2.2862737018019432,0
2.6242236235855927,10,0.5014995001666112,0.2509204860408426,3572,10.101265781004928,0
3.1222105474987267,8,0.5218855218855218,0.4003529676401427,2371,1.9517494491151455,0
2.585455257802571,8,0.5183016105417276,0.39872512836806484,3609,8.47439676980866,0
2.7385259378712625,10,0.44064748201438847,0.2581163674858943,3419,10.886279684682421,0
